PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_950	XII	388466	389213	+	0	NA	promoter-TSS (YLR120C)	protein_coding-promoter-TSS (YLR120C)	167	YLR120W-A	YLR120W-A	YLR120W-A			YLR120W-A			protein_coding
Interval_740	VIII	490271	490497	+	0	NA	promoter-TSS (YHR195W)	protein_coding-promoter-TSS (YHR195W)	-363	YHR195W	YHR195W	YHR195W			NVJ1			protein_coding
Interval_1388	XVI	184426	184630	+	0	NA	TTS (YPL190C)	protein_coding-TTS (YPL190C)	151	YPL191C	YPL191C	YPL191C			YPL191C			protein_coding
Interval_1354	XV	978370	979819	+	0	NA	Intergenic	Intergenic	-1025	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
Interval_8	I	58196	58534	+	0	NA	promoter-TSS (YAL044C)	protein_coding-promoter-TSS (YAL044C)	97	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
Interval_542	VII	66883	67667	+	0	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-316	YGL229C	YGL229C	YGL229C			SAP4			protein_coding
Interval_1258	XV	117582	118171	+	0	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-124	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
Interval_556	VII	197133	198063	+	0	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-540	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
Interval_386	IX	254132	255618	+	0	NA	promoter-TSS (YIL053W)	protein_coding-promoter-TSS (YIL053W)	-240	YIL053W	YIL053W	YIL053W			GPP1			protein_coding
Interval_135	III	68541	68770	+	0	NA	promoter-TSS (YCL030C)	protein_coding-promoter-TSS (YCL030C)	-322	YCL030C	YCL030C	YCL030C			HIS4			protein_coding
Interval_512	VI	27835	28080	+	0	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-275	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
Interval_903	XI	533626	533949	+	0	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-323	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
Interval_788	X	291156	291488	+	0	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-548	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
Interval_1326	XV	757689	757880	+	0	NA	promoter-TSS (YOR221C)	protein_coding-promoter-TSS (YOR221C)	-226	YOR221C	YOR221C	YOR221C			MCT1			protein_coding
Interval_554	VII	165017	166722	+	0	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-778	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
Interval_983	XII	660065	660473	+	0	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-447	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
Interval_1184	XIV	345809	346156	+	0	NA	promoter-TSS (YNL152W)	protein_coding-promoter-TSS (YNL152W)	76	YNL153C	YNL153C	YNL153C			GIM3			protein_coding
Interval_561	VII	229909	230101	+	0	NA	promoter-TSS (YGL145W)	protein_coding-promoter-TSS (YGL145W)	-238	YGL145W	YGL145W	YGL145W			TIP20			protein_coding
Interval_151	III	176615	177230	+	0	NA	promoter-TSS (YCR030C)	protein_coding-promoter-TSS (YCR030C)	-261	snR65	snR65	snR65			snR65			snoRNA
Interval_1105	XIII	556823	557425	+	0	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-649	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
Interval_326	IV	1333123	1334251	+	0	NA	TTS (YDR434W)	protein_coding-TTS (YDR434W)	282	YDR435C	YDR435C	YDR435C			PPM1			protein_coding
Interval_505	V	522799	523123	+	0	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-292	YER168C	YER168C	YER168C			CCA1			protein_coding
Interval_445	V	135378	135578	+	0	NA	promoter-TSS (YEL010W)	protein_coding-promoter-TSS (YEL010W)	19	tK(CUU)E1	tK(CUU)E1	tK(CUU)E1			tK(CUU)E1			tRNA
Interval_227	IV	483553	483977	+	0	NA	promoter-TSS (YDR018C)	protein_coding-promoter-TSS (YDR018C)	95	YDR018C	YDR018C	YDR018C			YDR018C			protein_coding
Interval_1369	XVI	22107	22747	+	0	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-511	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
Interval_672	VII	1072534	1072974	+	0	NA	Intergenic	Intergenic	2461	YGR288W	YGR288W	YGR288W			MAL13			protein_coding
Interval_496	V	441761	443258	+	0	NA	promoter-TSS (YER137C)	protein_coding-promoter-TSS (YER137C)	522	SCR1	SCR1	SCR1			SCR1			ncRNA
Interval_484	V	362285	362656	+	0	NA	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-630	YER102W	YER102W	YER102W			RPS8B			protein_coding
Interval_412	MT	13932	16652	+	0	NA	exon (Q0050, exon 1 of 1)	protein_coding-exon (Q0050, exon 1 of 1)	1474	Q0055	Q0055	Q0055			AI2			protein_coding
Interval_791	X	337366	338035	+	0	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	303	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
Interval_583	VII	420722	421398	+	0	NA	promoter-TSS (YGL040C)	protein_coding-promoter-TSS (YGL040C)	-505	YGL040C	YGL040C	YGL040C			HEM2			protein_coding
Interval_735	VIII	455594	456085	+	0	NA	promoter-TSS (YHR177W)	protein_coding-promoter-TSS (YHR177W)	-752	YHR177W	YHR177W	YHR177W			YHR177W			protein_coding
Interval_77	II	419309	420022	+	0	NA	promoter-TSS (YBR085C-A)	protein_coding-promoter-TSS (YBR085C-A)	-501	YBR085C-A	YBR085C-A	YBR085C-A			YBR085C-A			protein_coding
Interval_899	XI	439385	440047	+	0	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-331	YKL001C	YKL001C	YKL001C			MET14			protein_coding
Interval_1462	XVI	855730	857249	+	0	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	-232	YPR158C-C	YPR158C-C	YPR158C-C			YPR158C-C			protein_coding
Interval_146	III	137082	137913	+	0	NA	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-249	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
Interval_94	II	554619	556182	+	0	NA	Intergenic	Intergenic	-1090	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
Interval_808	X	462233	462560	+	0	NA	promoter-TSS (YJR015W)	protein_coding-promoter-TSS (YJR015W)	-325	YJR015W	YJR015W	YJR015W			YJR015W			protein_coding
Interval_248	IV	591545	592500	+	0	NA	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-417	YDR073W	YDR073W	YDR073W			SNF11			protein_coding
Interval_1347	XV	907808	909175	+	0	NA	promoter-TSS (YOR316C)	protein_coding-promoter-TSS (YOR316C)	-556	YOR316C-A	YOR316C-A	YOR316C-A			YOR316C-A			protein_coding
Interval_1178	XIV	310095	310427	+	0	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-204	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
Interval_702	VIII	205926	207395	+	0	NA	promoter-TSS (YHR050W)	protein_coding-promoter-TSS (YHR050W)	198	YHR049W	YHR049W	YHR049W			FSH1			protein_coding
Interval_966	XII	521966	522639	+	0	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	196	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
Interval_949	XII	368312	371336	+	0	NA	promoter-TSS (YLR111W)	protein_coding-promoter-TSS (YLR111W)	274	YLR110C	YLR110C	YLR110C			CCW12			protein_coding
Interval_714	VIII	316075	316331	+	0	NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-235	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
Interval_462	V	261261	261830	+	0	NA	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-499	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
Interval_1376	XVI	76359	76605	+	0	NA	promoter-TSS (YPL249C-A)	protein_coding-promoter-TSS (YPL249C-A)	-243	YPL249C-A	YPL249C-A	YPL249C-A			RPL36B			protein_coding
Interval_332	IV	1384786	1386881	+	0	NA	promoter-TSS (YDR461C-A)	protein_coding-promoter-TSS (YDR461C-A)	-67	YDR461C-A	YDR461C-A	YDR461C-A			YDR461C-A			protein_coding
Interval_1188	XIV	355254	355997	+	0	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-583	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
Interval_1339	XV	849522	849951	+	0	NA	promoter-TSS (YOR286W)	protein_coding-promoter-TSS (YOR286W)	101	YOR285W	YOR285W	YOR285W			RDL1			protein_coding
Interval_497	V	461536	463520	+	0	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-57	YER146W	YER146W	YER146W			LSM5			protein_coding
Interval_1080	XIII	352294	353554	+	0	NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	321	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
Interval_323	IV	1305556	1306003	+	0	NA	promoter-TSS (YDR420W)	protein_coding-promoter-TSS (YDR420W)	149	tS(AGA)D3	tS(AGA)D3	tS(AGA)D3			tS(AGA)D3			tRNA
Interval_1420	XVI	475541	475824	+	0	NA	promoter-TSS (YPL041C)	protein_coding-promoter-TSS (YPL041C)	59	YPL041C	YPL041C	YPL041C			YPL041C			protein_coding
Interval_964	XII	510276	510956	+	0	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-384	YLR176C	YLR176C	YLR176C			RFX1			protein_coding
Interval_886	XI	352952	353367	+	0	NA	promoter-TSS (YKL045W)	protein_coding-promoter-TSS (YKL045W)	-334	YKL045W	YKL045W	YKL045W			PRI2			protein_coding
Interval_957	XII	448481	451073	+	0	NA	Intergenic	Intergenic	-1056	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
Interval_207	IV	314739	314973	+	0	NA	promoter-TSS (YDL079C)	protein_coding-promoter-TSS (YDL079C)	-108	YDL079C	YDL079C	YDL079C			MRK1			protein_coding
Interval_1194	XIV	398172	398419	+	0	NA	promoter-TSS (YNL122C)	protein_coding-promoter-TSS (YNL122C)	75	YNL122C	YNL122C	YNL122C			YNL122C			protein_coding
Interval_1257	XV	110870	111157	+	0	NA	promoter-TSS (tG(UCC)O)	tRNA-promoter-TSS (tG(UCC)O)	20	tG(UCC)O	tG(UCC)O	tG(UCC)O			SUF1			tRNA
Interval_482	V	349282	350008	+	0	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-299	YER094C	YER094C	YER094C			PUP3			protein_coding
Interval_1173	XIV	239935	240313	+	0	NA	promoter-TSS (YNL217W)	protein_coding-promoter-TSS (YNL217W)	-207	YNL217W	YNL217W	YNL217W			YNL217W			protein_coding
Interval_844	XI	51	788	+	0	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-32	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
Interval_109	II	662077	663160	+	0	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-369	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
Interval_479	V	328301	328540	+	0	NA	promoter-TSS (YER085C)	protein_coding-promoter-TSS (YER085C)	-57	YER086W	YER086W	YER086W			ILV1			protein_coding
Interval_973	XII	602569	604029	+	0	NA	promoter-TSS (YLR228C)	protein_coding-promoter-TSS (YLR228C)	-836	YLR228C	YLR228C	YLR228C			ECM22			protein_coding
Interval_787	X	278259	278982	+	0	NA	promoter-TSS (YJL083W)	protein_coding-promoter-TSS (YJL083W)	-221	YJL083W	YJL083W	YJL083W			TAX4			protein_coding
Interval_315	IV	1241707	1243103	+	0	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-374	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
Interval_695	VIII	148791	149157	+	0	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-251	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
Interval_156	III	214186	214543	+	0	NA	promoter-TSS (YCR050C)	protein_coding-promoter-TSS (YCR050C)	293	YCR051W	YCR051W	YCR051W			YCR051W			protein_coding
Interval_1336	XV	834406	835106	+	0	NA	TTS (YOR272W)	protein_coding-TTS (YOR272W)	1675	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
Interval_887	XI	355227	356333	+	0	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-542	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
Interval_701	VIII	204416	204654	+	0	NA	promoter-TSS (YHR048W)	protein_coding-promoter-TSS (YHR048W)	-72	YHR048W	YHR048W	YHR048W			YHK8			protein_coding
Interval_45	II	191928	192287	+	0	NA	promoter-TSS (YBL016W)	protein_coding-promoter-TSS (YBL016W)	-344	YBL016W	YBL016W	YBL016W			FUS3			protein_coding
Interval_640	VII	837032	837249	+	0	NA	promoter-TSS (YGR169C-A)	protein_coding-promoter-TSS (YGR169C-A)	-2	YGR170W	YGR170W	YGR170W			PSD2			protein_coding
Interval_1042	XIII	67695	68209	+	0	NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-14	snR85	snR85	snR85			snR85			snoRNA
Interval_58	II	281017	281255	+	0	NA	promoter-TSS (YBR021W)	protein_coding-promoter-TSS (YBR021W)	-307	YBR021W	YBR021W	YBR021W			FUR4			protein_coding
Interval_1151	XIV	51732	51933	+	0	NA	promoter-TSS (YNL309W)	protein_coding-promoter-TSS (YNL309W)	-144	YNL311C	YNL311C	YNL311C			SKP2			protein_coding
Interval_370	IX	150249	150448	+	0	NA	promoter-TSS (YIL113W)	protein_coding-promoter-TSS (YIL113W)	-211	YIL113W	YIL113W	YIL113W			SDP1			protein_coding
Interval_450	V	167029	167567	+	0	NA	promoter-TSS (YER007C-A)	protein_coding-promoter-TSS (YER007C-A)	288	snR14	snR14	snR14			snR14			snRNA
Interval_339	IV	1445646	1446102	+	0	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-407	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
Interval_361	IX	96413	96753	+	0	NA	promoter-TSS (YIL134W)	protein_coding-promoter-TSS (YIL134W)	142	YIL134C-A	YIL134C-A	YIL134C-A			YIL134C-A			protein_coding
Interval_1425	XVI	520335	520618	+	0	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-243	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
Interval_287	IV	1011345	1012157	+	0	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	209	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
Interval_16	I	143456	143836	+	0	NA	promoter-TSS (YAL002W)	protein_coding-promoter-TSS (YAL002W)	-61	YAL002W	YAL002W	YAL002W			VPS8			protein_coding
Interval_664	VII	1000042	1001171	+	0	NA	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-321	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
Interval_1245	XV	31543	31710	+	0	NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-20	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
Interval_1371	XVI	29899	30399	+	0	NA	promoter-TSS (YPL270W)	protein_coding-promoter-TSS (YPL270W)	70	YPL271W	YPL271W	YPL271W			ATP15			protein_coding
Interval_140	III	120431	120642	+	0	NA	promoter-TSS (YCR004C)	protein_coding-promoter-TSS (YCR004C)	-218	YCR004C	YCR004C	YCR004C			YCP4			protein_coding
Interval_825	X	606720	606929	+	0	NA	Intergenic	Intergenic	-1173	YJR094C	YJR094C	YJR094C			IME1			protein_coding
Interval_704	VIII	235801	236679	+	0	NA	promoter-TSS (YHR071W)	protein_coding-promoter-TSS (YHR071W)	272	YHR070C-A	YHR070C-A	YHR070C-A			YHR070C-A			protein_coding
Interval_68	II	370908	371755	+	0	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-632	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
Interval_341	IV	1454735	1455033	+	0	NA	promoter-TSS (YDR502C)	protein_coding-promoter-TSS (YDR502C)	-420	YDR502C	YDR502C	YDR502C			SAM2			protein_coding
Interval_1412	XVI	411624	412156	+	0	NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-364	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
Interval_1394	XVI	246342	246756	+	0	NA	promoter-TSS (YPL160W)	protein_coding-promoter-TSS (YPL160W)	-329	YPL161C	YPL161C	YPL161C			BEM4			protein_coding
Interval_859	XI	108855	109207	+	0	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-238	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
Interval_1320	XV	678890	679177	+	0	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	161	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
Interval_1231	XIV	661993	665455	+	0	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-546	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
Interval_268	IV	811587	812068	+	0	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-195	YDR173C	YDR173C	YDR173C			ARG82			protein_coding
Interval_584	VII	422281	423712	+	0	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	-96	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
Interval_217	IV	385830	387079	+	0	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-867	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
Interval_727	VIII	388665	388979	+	0	NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-96	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
Interval_601	VII	555149	555697	+	0	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-389	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
Interval_136	III	77646	79033	+	0	NA	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-420	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
Interval_1271	XV	267684	267976	+	0	NA	promoter-TSS (YOL030W)	protein_coding-promoter-TSS (YOL030W)	-301	YOL031C	YOL031C	YOL031C			SIL1			protein_coding
Interval_1247	XV	43403	43581	+	0	NA	promoter-TSS (YOL151W)	protein_coding-promoter-TSS (YOL151W)	-202	YOL151W	YOL151W	YOL151W			GRE2			protein_coding
Interval_909	XI	571068	571341	+	0	NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-295	YKR068C	YKR068C	YKR068C			BET3			protein_coding
Interval_994	XII	725521	725761	+	0	NA	promoter-TSS (YLR298C)	protein_coding-promoter-TSS (YLR298C)	-225	YLR298C	YLR298C	YLR298C			YHC1			protein_coding
Interval_182	IV	83574	83840	+	0	NA	promoter-TSS (YDL210W)	protein_coding-promoter-TSS (YDL210W)	159	tG(GCC)D1	tG(GCC)D1	tG(GCC)D1			tG(GCC)D1			tRNA
Interval_240	IV	543662	543872	+	0	NA	promoter-TSS (YDR043C)	protein_coding-promoter-TSS (YDR043C)	-398	YDR043C	YDR043C	YDR043C			NRG1			protein_coding
Interval_35	II	100634	101995	+	0	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-158	YBL064C	YBL064C	YBL064C			PRX1			protein_coding
Interval_902	XI	517435	519314	+	0	NA	TTS (tA(AGC)K2)	tRNA-TTS (tA(AGC)K2)	176	YKR041W	YKR041W	YKR041W			YKR041W			protein_coding
Interval_627	VII	756549	757475	+	0	NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	116	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
Interval_1259	XV	127961	128788	+	0	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-454	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
Interval_1251	XV	79874	80207	+	0	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-308	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
Interval_442	V	123067	123821	+	0	NA	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-213	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
Interval_829	X	617848	618134	+	0	NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	72	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
Interval_96	II	564886	565584	+	0	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	4	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
Interval_643	VII	856415	858120	+	0	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	224	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
Interval_449	V	152472	153287	+	0	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-641	YER001W	YER001W	YER001W			MNN1			protein_coding
Interval_1321	XV	682187	683889	+	0	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-73	YOR186W	YOR186W	YOR186W			YOR186W			protein_coding
Interval_1280	XV	343564	343761	+	0	NA	promoter-TSS (YOR008C-A)	protein_coding-promoter-TSS (YOR008C-A)	-267	YOR008W-B	YOR008W-B	YOR008W-B			YOR008W-B			protein_coding
Interval_311	IV	1213188	1213430	+	0	NA	promoter-TSS (YDR366C)	protein_coding-promoter-TSS (YDR366C)	461	YDR367W	YDR367W	YDR367W			KEI1			protein_coding
Interval_910	XI	578311	579171	+	0	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-224	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
Interval_862	XI	142905	143597	+	0	NA	promoter-TSS (YKL164C)	protein_coding-promoter-TSS (YKL164C)	-432	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
Interval_197	IV	230714	230984	+	0	NA	promoter-TSS (YDL129W)	protein_coding-promoter-TSS (YDL129W)	-175	YDL129W	YDL129W	YDL129W			YDL129W			protein_coding
Interval_1306	XV	522698	522903	+	0	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-227	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
Interval_748	VIII	562239	562583	+	0	NA	promoter-TSS (YHR219C-A)	protein_coding-promoter-TSS (YHR219C-A)	-730	YHR219C-A	YHR219C-A	YHR219C-A			YHR219C-A			protein_coding
Interval_72	II	391615	392847	+	0	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	62	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
Interval_19	I	182294	182670	+	0	NA	TTS (tS(AGA)A)	tRNA-TTS (tS(AGA)A)	121	tS(AGA)A	tS(AGA)A	tS(AGA)A			tS(AGA)A			tRNA
Interval_660	VII	976791	978270	+	0	NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	194	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
Interval_645	VII	882417	884473	+	0	NA	exon (YGR192C, exon 1 of 1)	protein_coding-exon (YGR192C, exon 1 of 1)	365	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
Interval_528	VI	204700	205209	+	0	NA	promoter-TSS (YFR025C)	protein_coding-promoter-TSS (YFR025C)	42	tA(AGC)F	tA(AGC)F	tA(AGC)F			tA(AGC)F			tRNA
Interval_1065	XIII	271493	272117	+	0	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-228	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
Interval_493	V	434429	434638	+	0	NA	promoter-TSS (tH(GUG)E2)	tRNA-promoter-TSS (tH(GUG)E2)	79	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
Interval_481	V	342450	343461	+	0	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	100	YER092W	YER092W	YER092W			IES5			protein_coding
Interval_480	V	335134	336484	+	0	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-118	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
Interval_453	V	191948	192746	+	0	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	277	YER018C	YER018C	YER018C			SPC25			protein_coding
Interval_464	V	265961	266702	+	0	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-546	YER055C	YER055C	YER055C			HIS1			protein_coding
Interval_981	XII	650881	651271	+	0	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-41	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
Interval_1314	XV	631866	632262	+	0	NA	promoter-TSS (YOR157C)	protein_coding-promoter-TSS (YOR157C)	-100	YOR158W	YOR158W	YOR158W			PET123			protein_coding
Interval_1437	XVI	645005	647603	+	0	NA	promoter-TSS (YPR038W)	protein_coding-promoter-TSS (YPR038W)	354	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
Interval_700	VIII	189934	190435	+	0	NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-320	YHR041C	YHR041C	YHR041C			SRB2			protein_coding
Interval_500	V	471867	472574	+	0	NA	TTS (YER152C)	protein_coding-TTS (YER152C)	204	YER151C	YER151C	YER151C			UBP3			protein_coding
Interval_95	II	560641	561554	+	0	NA	promoter-TSS (YBR161W)	protein_coding-promoter-TSS (YBR161W)	-537	YBR161W	YBR161W	YBR161W			CSH1			protein_coding
Interval_1415	XVI	450824	451450	+	0	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-760	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
Interval_11	I	70940	73210	+	0	NA	TTS (YAL037C-B)	protein_coding-TTS (YAL037C-B)	289	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
Interval_678	VIII	18156	18458	+	0	NA	TTS (YHL040C)	protein_coding-TTS (YHL040C)	915	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
Interval_751	X	58755	59105	+	0	NA	promoter-TSS (YJL200C)	protein_coding-promoter-TSS (YJL200C)	-117	YJL200C	YJL200C	YJL200C			ACO2			protein_coding
Interval_43	II	167920	168346	+	0	NA	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-290	YBL027W	YBL027W	YBL027W			RPL19B			protein_coding
