chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
II	761000	761196	Interval_119	1	1	TRUE	FALSE	FALSE	FALSE	4.23923	NA	NA	NA	3.37264	NA	NA	NA	5.39204	NA	NA	NA	761000	NA	NA	NA	761196	NA	NA	NA
II	770614	771163	Interval_120	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.85463	5.18474	NA	NA	2.97511	5.56647	NA	NA	4.87345	8.01575	NA	NA	770614	770740	NA	NA	770828	771163
II	776156	776488	Interval_121	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.32153	NA	NA	NA	2.01533	NA	NA	NA	3.78126	NA	NA	NA	776156	NA	NA	NA	776488
II	792123	792299	Interval_122	1	1	TRUE	FALSE	FALSE	FALSE	3.07173	NA	NA	NA	1.63674	NA	NA	NA	3.31446	NA	NA	NA	792123	NA	NA	NA	792299	NA	NA	NA
II	798740	799039	Interval_123	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.23009	NA	2.74107	NA	1.82337	NA	1.29429	NA	3.60742	NA	2.87099	NA	798740	NA	798837	NA	798989	NA	799039
III	56	1002	Interval_124	4	4	TRUE	TRUE	TRUE	TRUE	3.89411	4.96607	2.53856	2.48174	4.68849	6.60979	1.86315	1.24896	6.89985	9.04987	3.56517	2.82804	403	56	473	424	1002	866	866	784
III	17004	17232	Interval_125	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.61003	NA	NA	NA	2.45965	NA	NA	NA	4.29707	NA	NA	NA	17004	NA	NA	NA	17232	NA
III	22031	22238	Interval_126	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.70247	NA	NA	NA	1.22784	NA	NA	NA	2.80054	NA	NA	NA	22031	NA	NA	NA	22238	NA
III	24442	24671	Interval_127	1	1	TRUE	FALSE	FALSE	FALSE	2.82067	NA	NA	NA	1.39305	NA	NA	NA	3.02481	NA	NA	NA	24442	NA	NA	NA	24671	NA	NA	NA
III	27397	27645	Interval_128	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.51153	NA	NA	NA	2.29263	NA	NA	NA	4.10672	NA	NA	NA	27397	NA	NA	NA	27645	NA
III	30522	31358	Interval_129	1	1	TRUE	FALSE	FALSE	FALSE	3.29303	NA	NA	NA	1.89979	NA	NA	NA	3.67753	NA	NA	NA	30522	NA	NA	NA	31358	NA	NA	NA
III	40599	41106	Interval_130	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.80314	NA	NA	NA	1.34056	NA	NA	NA	2.9322	NA	NA	NA	40599	NA	NA	NA	41106
III	48323	48532	Interval_131	2	2	TRUE	FALSE	FALSE	TRUE	2.87478	NA	NA	3.01264	1.46999	NA	NA	1.62858	3.11899	NA	NA	3.28717	48323	NA	NA	48347	48524	NA	NA	48532
III	50345	50807	Interval_132	4	4	TRUE	TRUE	TRUE	TRUE	3.79659	4.46137	4.89822	4.99211	2.79953	3.762	5.35274	4.80283	4.7153	5.84677	7.59063	7.13303	50425	50352	50360	50345	50677	50709	50721	50807
III	51929	52680	Interval_133	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.46199	3.00825	NA	NA	2.36622	1.60033	NA	NA	4.16885	3.26184	NA	NA	51929	52193	NA	NA	52680	52390
III	58724	59489	Interval_134	1	1	TRUE	FALSE	FALSE	FALSE	2.82168	NA	NA	NA	1.344	NA	NA	NA	2.96351	NA	NA	NA	58724	NA	NA	NA	59489	NA	NA	NA
III	68540	68770	Interval_135	2	2	TRUE	TRUE	FALSE	FALSE	3.80021	5.19771	NA	NA	2.92843	5.18068	NA	NA	4.84545	7.47082	NA	NA	68542	68540	NA	NA	68766	68770	NA	NA
III	77645	79033	Interval_136	4	4	TRUE	TRUE	TRUE	TRUE	4.37305	3.13441	5.18897	3.76526	3.67158	1.70858	5.5439	2.88811	5.72612	3.46523	7.82209	4.81508	78104	77645	77645	78270	79033	78592	78633	78936
III	82403	82600	Interval_137	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.35138	NA	NA	NA	1.92737	NA	NA	NA	3.76994	NA	NA	NA	82403	NA	NA	NA	82600	NA	NA
III	103602	104511	Interval_138	1	1	TRUE	FALSE	FALSE	FALSE	2.81177	NA	NA	NA	1.33934	NA	NA	NA	2.95432	NA	NA	NA	103602	NA	NA	NA	104511	NA	NA	NA
III	107158	107327	Interval_139	1	1	TRUE	FALSE	FALSE	FALSE	2.96146	NA	NA	NA	1.48601	NA	NA	NA	3.17208	NA	NA	NA	107158	NA	NA	NA	107327	NA	NA	NA
III	120430	120642	Interval_140	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.79789	NA	NA	NA	1.25452	NA	NA	NA	2.88899	NA	NA	NA	120430	NA	NA	NA	120642	NA	NA
III	122532	124151	Interval_141	4	4	TRUE	TRUE	TRUE	TRUE	4.36599	6.302	3.50088	3.66078	3.93454	7.28582	2.80762	2.59887	6.02089	9.75222	4.66085	4.48402	122665	122641	122532	122628	124023	124000	123794	124151
III	124844	125484	Interval_142	3	3	TRUE	TRUE	FALSE	TRUE	2.82711	3.18468	NA	2.57282	1.32768	1.75875	NA	1.05061	2.93357	3.50776	NA	2.54311	124905	124844	NA	125191	125482	125484	NA	125375
III	127408	127933	Interval_143	3	3	TRUE	TRUE	FALSE	TRUE	3.06458	3.78227	NA	3.60908	1.62419	2.55839	NA	2.39082	3.30742	4.50586	NA	4.26203	127408	127410	NA	127645	127931	127933	NA	127917
III	131707	131903	Interval_144	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.91292	NA	NA	NA	1.49744	NA	NA	NA	3.11478	NA	NA	NA	131707	NA	NA	NA	131903	NA
III	133338	133619	Interval_145	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.99648	NA	NA	NA	1.77528	NA	NA	NA	3.47463	NA	NA	NA	133338	NA	NA	NA	133619	NA
III	137081	137913	Interval_146	4	4	TRUE	TRUE	TRUE	TRUE	4.62524	4.43092	6.03387	5.24873	4.48157	3.84454	8.01263	5.42716	6.64978	5.92717	10.6565	7.83831	137081	137083	137130	137126	137744	137913	137473	137587
III	157704	158032	Interval_147	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.38343	NA	NA	NA	2.10369	NA	NA	NA	3.88325	NA	NA	NA	157704	NA	NA	NA	158032	NA
III	163265	164297	Interval_148	4	4	TRUE	TRUE	TRUE	TRUE	4.07995	5.10531	3.50065	4.53248	3.04408	4.8142	2.26874	3.90563	5.02225	7.05109	4.08362	6.06199	163265	163458	163578	163578	164297	163984	164287	163968
III	167931	168440	Interval_149	2	2	TRUE	FALSE	FALSE	TRUE	4.65349	NA	NA	2.64542	4.21053	NA	NA	1.08033	6.34334	NA	NA	2.65062	168200	NA	NA	167931	168440	NA	NA	168363
III	169750	170045	Interval_150	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.09442	NA	NA	NA	1.59955	NA	NA	NA	3.35208	NA	NA	NA	169750	NA	NA	NA	170045	NA	NA
III	176614	177230	Interval_151	2	2	FALSE	TRUE	TRUE	FALSE	NA	3.04704	2.72072	NA	NA	1.51601	1.24701	NA	NA	3.27415	2.81458	NA	NA	176614	176890	NA	NA	177230	177164	NA
III	178209	179362	Interval_152	3	3	TRUE	TRUE	FALSE	TRUE	3.8965	3.48957	NA	4.45145	2.85422	2.20278	NA	3.73532	4.79234	4.05828	NA	5.85591	178328	178209	NA	178324	179347	179362	NA	178499
III	193230	193427	Interval_153	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.84059	NA	NA	NA	1.3102	NA	NA	NA	2.94708	NA	NA	NA	193230	NA	NA	NA	193427	NA	NA
III	209757	210335	Interval_154	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.70262	NA	NA	NA	1.15238	NA	NA	NA	2.7413	NA	NA	NA	209757	NA	NA	NA	210335
III	211334	212156	Interval_155	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.03302	3.17479	NA	NA	1.75841	1.86144	NA	NA	3.44479	3.58816	NA	NA	211334	211712	NA	NA	211816	212156
III	214185	214543	Interval_156	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.02122	NA	NA	NA	1.55371	NA	NA	NA	3.24637	NA	NA	NA	214185	NA	NA	NA	214543
III	223322	223812	Interval_157	1	1	TRUE	FALSE	FALSE	FALSE	3.21892	NA	NA	NA	1.8828	NA	NA	NA	3.62575	NA	NA	NA	223322	NA	NA	NA	223812	NA	NA	NA
III	224317	225469	Interval_158	4	4	TRUE	TRUE	TRUE	TRUE	2.76884	3.34277	3.56794	3.29804	1.25362	1.96386	2.54548	1.98071	2.84673	3.77102	4.37306	3.73252	224927	224882	225267	224317	225368	225452	225460	225469
III	227839	229085	Interval_159	3	3	TRUE	TRUE	FALSE	TRUE	3.6092	3.43163	NA	3.58394	2.51733	2.15475	NA	2.4373	4.37992	3.99716	NA	4.29411	227839	227943	NA	227858	228737	228992	NA	229085
III	236310	236998	Interval_160	4	4	TRUE	TRUE	TRUE	TRUE	3.03827	3.41031	3.55183	2.79831	1.62304	2.09943	2.48936	1.36409	3.29625	3.95066	4.33201	2.98164	236489	236533	236310	236495	236962	236998	236625	236932
III	238808	239151	Interval_161	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.50912	NA	NA	NA	1.06219	NA	NA	NA	2.56937	NA	NA	NA	238808	NA	NA	NA	239151
III	246655	246895	Interval_162	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.19622	NA	3.08252	NA	3.25516	NA	1.68653	NA	5.27477	NA	3.37164	NA	246655	NA	246715	NA	246866	NA	246895
III	262708	262932	Interval_163	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.01207	NA	NA	NA	3.07962	NA	NA	NA	5.04812	NA	NA	NA	262708	NA	NA	NA	262932
III	266499	266909	Interval_164	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.79191	NA	NA	NA	1.38662	NA	NA	NA	2.9977	NA	NA	NA	266499	NA	NA	NA	266909	NA
III	295512	295966	Interval_165	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.71685	NA	NA	NA	2.69993	NA	NA	NA	4.65609	NA	NA	NA	295512	NA	NA	NA	295966	NA	NA
III	299134	299386	Interval_166	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.00715	NA	NA	NA	1.54405	NA	NA	NA	3.22527	NA	NA	NA	299134	NA	NA	NA	299386
III	310253	310640	Interval_167	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.00686	NA	NA	NA	1.58642	NA	NA	NA	3.24774	NA	NA	NA	310253	NA	NA	NA	310640	NA
III	315773	316518	Interval_168	4	4	TRUE	TRUE	TRUE	TRUE	4.61267	6.63522	3.14223	3.06468	4.94013	9.04006	2.35979	1.80132	7.17223	11.7003	4.14834	3.51743	315787	315773	315912	315915	316511	316518	316474	316421
IV	8	812	Interval_169	4	4	TRUE	TRUE	TRUE	TRUE	5.01488	6.36913	2.91365	3.21904	4.95091	7.08372	1.69601	1.88733	7.20736	9.58438	3.38765	3.6379	102	8	69	173	812	606	300	587
IV	20021	20461	Interval_170	3	3	TRUE	TRUE	TRUE	FALSE	3.65481	3.05001	3.39758	NA	2.57329	1.52786	2.40475	NA	4.42959	3.28053	4.20911	NA	20062	20021	20083	NA	20461	20363	20337	NA
IV	22526	22751	Interval_171	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.81473	NA	NA	NA	1.2936	NA	NA	NA	2.91902	NA	NA	NA	22526	NA	NA	NA	22751
IV	42383	42594	Interval_172	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.3291	NA	NA	NA	1.93728	NA	NA	NA	3.73539	NA	NA	NA	42383	NA	NA	NA	42594	NA	NA
IV	42597	42823	Interval_173	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.54257	NA	NA	NA	1.10202	NA	NA	NA	2.65304	NA	NA	NA	42597	NA	NA	NA	42823	NA
IV	45195	46063	Interval_174	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.74772	NA	NA	NA	1.19286	NA	NA	NA	2.80783	NA	NA	NA	45195	NA	NA	NA	46063	NA	NA
IV	49415	49728	Interval_175	1	1	TRUE	FALSE	FALSE	FALSE	3.32248	NA	NA	NA	1.9257	NA	NA	NA	3.7147	NA	NA	NA	49415	NA	NA	NA	49728	NA	NA	NA
IV	59587	60336	Interval_176	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.11785	NA	NA	NA	1.86444	NA	NA	NA	3.56273	NA	NA	NA	59587	NA	NA	NA	60336	NA
IV	60998	61183	Interval_177	1	1	TRUE	FALSE	FALSE	FALSE	2.74457	NA	NA	NA	1.22225	NA	NA	NA	2.80176	NA	NA	NA	60998	NA	NA	NA	61183	NA	NA	NA
IV	61368	62929	Interval_178	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.35039	3.621	NA	NA	4.34166	2.73858	NA	NA	6.41559	4.6527	NA	NA	61368	61616	NA	NA	62636	62929
IV	70258	70452	Interval_179	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.82051	NA	NA	NA	1.3342	NA	NA	NA	2.93796	NA	NA	NA	70258	NA	NA	NA	70452
IV	74178	74504	Interval_180	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.01865	NA	NA	NA	1.56802	NA	NA	NA	3.25728	NA	NA	NA	74178	NA	NA	NA	74504
IV	76795	77214	Interval_181	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.10847	4.6481	NA	NA	5.0516	4.2117	NA	NA	7.26661	6.40944	NA	NA	76795	76873	NA	NA	77060	77214
IV	83573	83840	Interval_182	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.73381	NA	NA	NA	1.2589	NA	NA	NA	2.83643	NA	NA	NA	83573	NA	NA	NA	83840	NA
IV	97987	98593	Interval_183	2	2	TRUE	FALSE	TRUE	FALSE	2.86017	NA	2.82661	NA	1.37026	NA	1.38367	NA	2.98699	NA	2.96927	NA	98306	NA	97987	NA	98593	NA	98377	NA
IV	106590	106959	Interval_184	2	2	TRUE	FALSE	FALSE	TRUE	2.74544	NA	NA	3.87278	1.2501	NA	NA	2.95284	2.84576	NA	NA	4.93356	106590	NA	NA	106614	106947	NA	NA	106959
IV	130263	130803	Interval_185	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.75331	NA	3.83453	NA	2.72497	NA	3.15336	NA	4.66122	NA	5.13929	NA	130263	NA	130596	NA	130803	NA	130798
IV	132014	133304	Interval_186	4	4	TRUE	TRUE	TRUE	TRUE	3.34654	3.34753	3.92311	4.57832	2.06098	1.94002	3.29772	4.05174	3.83058	3.76485	5.22778	6.213	132834	132795	132014	132445	133304	133167	133208	133167
IV	134843	135123	Interval_187	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.80209	NA	NA	NA	1.44735	NA	NA	NA	3.068	NA	NA	NA	134843	NA	NA	NA	135123
IV	147760	148059	Interval_188	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.17924	NA	NA	NA	1.90447	NA	NA	NA	3.64786	NA	NA	NA	147760	NA	NA	NA	148059
IV	159168	159437	Interval_189	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.96777	NA	NA	NA	1.5255	NA	NA	NA	3.18505	NA	NA	NA	159168	NA	NA	NA	159437
IV	199621	199915	Interval_190	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.41922	NA	NA	NA	2.31674	NA	NA	NA	4.11436	NA	NA	NA	199621	NA	NA	NA	199915	NA
IV	202727	202918	Interval_191	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.85683	NA	NA	NA	1.40429	NA	NA	NA	3.00455	NA	NA	NA	202727	NA	NA	NA	202918
IV	212134	213510	Interval_192	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.71657	NA	NA	NA	2.70761	NA	NA	NA	4.60424	NA	NA	NA	212134	NA	NA	NA	213510
IV	215773	216136	Interval_193	2	2	TRUE	TRUE	FALSE	FALSE	2.83135	3.84095	NA	NA	1.55406	2.95021	NA	NA	3.21703	4.90658	NA	NA	215835	215773	NA	NA	216083	216136	NA	NA
IV	217254	217565	Interval_194	4	4	TRUE	TRUE	TRUE	TRUE	3.69168	3.40577	3.60184	4.29661	2.51104	2.06767	2.58982	3.67958	4.385	3.89604	4.41738	5.77324	217262	217331	217254	217316	217487	217565	217484	217565
IV	221398	222242	Interval_195	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.58688	3.09783	3.1206	NA	2.35289	1.77543	1.75301	NA	4.22196	3.45288	3.45583	NA	221954	221398	221969	NA	222229	222242	222196
IV	228987	229336	Interval_196	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.98414	NA	NA	NA	1.5927	NA	NA	NA	3.24235	NA	NA	NA	228987	NA	NA	NA	229336
IV	230713	230984	Interval_197	1	1	TRUE	FALSE	FALSE	FALSE	3.74965	NA	NA	NA	2.6574	NA	NA	NA	4.54996	NA	NA	NA	230713	NA	NA	NA	230984	NA	NA	NA
IV	234160	234816	Interval_198	4	4	TRUE	TRUE	TRUE	TRUE	3.44322	3.12836	3.89893	3.7146	2.16119	1.69636	3.05687	2.72392	3.95766	3.44605	4.95826	4.62632	234180	234212	234160	234202	234731	234650	234692	234816
IV	239598	240131	Interval_199	4	4	TRUE	TRUE	TRUE	TRUE	3.87752	3.02121	3.94961	4.11141	2.78854	1.55062	3.16394	3.41914	4.69873	3.26352	5.07196	5.4693	239688	239701	239710	239598	239998	240069	240131	240131
IV	241461	242147	Interval_200	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.12628	2.94693	NA	NA	1.77095	1.51797	NA	NA	3.4596	3.16109	NA	NA	241743	241461	NA	NA	242145	242147
IV	245475	245963	Interval_201	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.2188	2.77469	NA	NA	1.87229	1.32266	NA	NA	3.60441	2.93021	NA	NA	245475	245650	NA	NA	245749	245963
IV	258472	258781	Interval_202	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.42805	NA	NA	NA	2.23362	NA	NA	NA	4.01213	NA	NA	NA	258472	NA	NA	NA	258781	NA
IV	263956	264208	Interval_203	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.81271	NA	NA	NA	1.43319	NA	NA	NA	3.05297	NA	NA	NA	263956	NA	NA	NA	264208	NA
IV	272033	272249	Interval_204	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.92662	NA	NA	NA	1.61975	NA	NA	NA	3.28846	NA	NA	NA	272033	NA	NA	NA	272249
IV	301363	303247	Interval_205	4	4	TRUE	TRUE	TRUE	TRUE	2.82973	3.13048	3.46522	2.84548	1.32993	1.67155	2.4196	1.39174	2.94153	3.42718	4.21414	3.00439	301363	302852	302839	302856	303004	303068	303056	303247
IV	307890	308593	Interval_206	4	4	TRUE	TRUE	TRUE	TRUE	4.08762	7.06461	4.72953	4.74966	3.22479	8.7433	4.53933	4.35484	5.19678	11.3581	6.6745	6.57053	307890	307898	307906	307890	308593	308341	308189	308304
IV	314738	314973	Interval_207	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.67753	NA	NA	NA	2.60234	NA	NA	NA	4.44977	NA	NA	NA	314738	NA	NA	NA	314973	NA
IV	321561	322118	Interval_208	4	4	TRUE	TRUE	TRUE	TRUE	4.55389	3.389	6.06049	3.9436	3.81546	2.08262	6.99051	3.12002	5.9185	3.92422	9.50583	5.10819	321561	321739	321728	321754	322101	322087	322118	322072
IV	330360	330970	Interval_209	4	4	TRUE	TRUE	TRUE	TRUE	4.54214	3.68725	5.04237	3.49719	4.06376	2.4622	5.56615	2.30541	6.17451	4.3597	7.83637	4.12634	330619	330539	330579	330360	330956	330966	330956	330970
IV	341300	341517	Interval_210	2	2	FALSE	TRUE	TRUE	FALSE	NA	3.06579	3.01145	NA	NA	1.59573	1.6806	NA	NA	3.328	3.34129	NA	NA	341300	341307	NA	NA	341517	341510	NA
IV	356964	358276	Interval_211	4	4	TRUE	TRUE	TRUE	TRUE	3.19492	4.02635	3.27965	2.99452	1.93475	3.05073	2.07332	1.59307	3.66321	5.03511	3.81716	3.24657	357079	357150	357094	356964	357565	357790	357347	358276
IV	361249	361445	Interval_212	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.6568	NA	NA	NA	1.24337	NA	NA	NA	2.82932	NA	NA	NA	361249	NA	NA	NA	361445
IV	363510	363784	Interval_213	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.53139	NA	NA	NA	1.09541	NA	NA	NA	2.64497	NA	NA	NA	363510	NA	NA	NA	363784	NA
IV	366158	367250	Interval_214	4	4	TRUE	TRUE	TRUE	TRUE	2.73538	3.25581	3.38165	2.97705	1.21362	1.84004	2.22415	1.5794	2.79202	3.65765	3.98856	3.23555	366180	366175	366178	366158	366690	367250	366537	366537
IV	368592	369730	Interval_215	4	4	TRUE	TRUE	TRUE	TRUE	4.01548	4.05743	4.89423	3.16641	3.07279	2.98176	4.80527	1.77437	5.01298	4.99996	6.97287	3.50818	368721	368592	368742	368658	369528	369449	369398	369730
IV	384363	384867	Interval_216	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.02346	NA	NA	NA	1.55226	NA	NA	NA	3.28213	NA	NA	NA	384363	NA	NA	NA	384867	NA	NA
IV	385829	387079	Interval_217	3	3	TRUE	TRUE	FALSE	TRUE	3.30234	3.21096	NA	2.90669	1.92043	1.80266	NA	1.48183	3.69761	3.57767	NA	3.12501	386220	385871	NA	385829	387079	387032	NA	386056
IV	392373	392664	Interval_218	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.52078	NA	NA	NA	2.31914	NA	NA	NA	4.12883	NA	NA	NA	392373	NA	NA	NA	392664	NA
IV	392676	392847	Interval_219	1	1	TRUE	FALSE	FALSE	FALSE	3.19568	NA	NA	NA	1.78624	NA	NA	NA	3.52743	NA	NA	NA	392676	NA	NA	NA	392847	NA	NA	NA
IV	407438	407878	Interval_220	3	3	TRUE	FALSE	TRUE	TRUE	2.87719	NA	3.93504	3.39791	1.44333	NA	3.37259	2.17724	3.08868	NA	5.31769	3.95509	407520	NA	407492	407438	407753	NA	407753	407878
IV	410308	413490	Interval_221	4	4	TRUE	TRUE	TRUE	TRUE	4.79725	5.16739	4.91477	5.31288	4.63242	5.08717	5.7635	5.62706	6.83051	7.30027	8.06133	8.05727	410308	410487	410406	410394	411597	411702	412959	413490
IV	416961	417355	Interval_222	2	2	TRUE	FALSE	FALSE	TRUE	3.09604	NA	NA	3.59779	1.66791	NA	NA	2.4756	3.35337	NA	NA	4.31129	417114	NA	NA	416961	417355	NA	NA	417165
IV	437736	438127	Interval_223	1	1	TRUE	FALSE	FALSE	FALSE	3.20186	NA	NA	NA	1.86807	NA	NA	NA	3.59906	NA	NA	NA	437736	NA	NA	NA	438127	NA	NA	NA
IV	461374	461775	Interval_224	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.56585	NA	3.47545	NA	2.2745	NA	2.27398	NA	4.13667	NA	4.07591	NA	461449	NA	461374	NA	461775	NA	461569
IV	462360	462524	Interval_225	1	1	TRUE	FALSE	FALSE	FALSE	2.84472	NA	NA	NA	1.31837	NA	NA	NA	2.95721	NA	NA	NA	462360	NA	NA	NA	462524	NA	NA	NA
IV	465079	465826	Interval_226	4	4	TRUE	TRUE	TRUE	TRUE	4.66906	3.99269	4.78149	6.3107	3.96607	2.89804	4.56271	7.13563	6.09376	4.88025	6.69382	9.83659	465079	465111	465111	465143	465487	465483	465826	465460
IV	483552	483977	Interval_227	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83032	NA	NA	NA	1.32617	NA	NA	NA	2.95224	NA	NA	NA	483552	NA	NA	NA	483977
IV	485230	485887	Interval_228	3	3	TRUE	FALSE	TRUE	TRUE	2.90625	NA	3.69837	2.64542	1.43843	NA	2.64354	1.08033	3.07719	NA	4.49624	2.65062	485230	NA	485499	485513	485588	NA	485877	485887
IV	488427	489387	Interval_229	3	3	TRUE	TRUE	TRUE	FALSE	2.91038	3.15455	2.97652	NA	1.43739	1.8011	1.56784	NA	3.06189	3.5835	3.20567	NA	488427	488787	488557	NA	489307	489387	488749	NA
IV	491107	491416	Interval_230	3	3	TRUE	FALSE	TRUE	TRUE	3.83088	NA	4.55571	3.28734	2.84606	NA	4.2692	2.24016	4.73485	NA	6.35141	4.06087	491125	NA	491158	491107	491416	NA	491378	491377
IV	501091	501680	Interval_231	2	2	TRUE	TRUE	FALSE	FALSE	2.94432	3.05557	NA	NA	1.42472	1.57291	NA	NA	3.10983	3.30194	NA	NA	501400	501091	NA	NA	501596	501680	NA	NA
IV	507314	508227	Interval_232	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.35414	3.42725	3.09267	NA	1.96556	2.24804	1.72939	NA	3.78801	4.02659	3.43349	NA	507342	507334	507314	NA	508227	507561	507602
IV	512262	512822	Interval_233	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.40598	NA	NA	NA	2.15369	NA	NA	NA	3.96183	NA	NA	NA	512262	NA	NA	NA	512822
IV	519603	519855	Interval_234	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.16778	NA	NA	NA	1.75431	NA	NA	NA	3.49236	NA	NA	NA	519603	NA	NA	NA	519855
IV	521089	521337	Interval_235	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.90658	NA	NA	NA	1.35777	NA	NA	NA	3.05066	NA	NA	NA	521089	NA	NA	NA	521337	NA	NA
IV	521445	521634	Interval_236	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.08301	NA	NA	NA	1.65253	NA	NA	NA	3.36225	NA	NA	NA	521445	NA	NA	NA	521634
IV	524816	525303	Interval_237	3	3	TRUE	FALSE	TRUE	TRUE	3.55595	NA	3.21175	3.00522	2.31012	NA	1.87846	1.57513	4.15061	NA	3.60454	3.24967	524816	NA	524837	524891	525167	NA	525168	525303
IV	538771	539666	Interval_238	4	4	TRUE	TRUE	TRUE	TRUE	2.97322	3.38619	4.71269	4.49844	1.70239	2.15912	5.50333	4.50902	3.39688	4.00826	7.77067	6.7701	538935	539041	538771	538899	539607	539626	539616	539666
IV	541460	542514	Interval_239	3	3	TRUE	FALSE	TRUE	TRUE	3.04609	NA	2.67524	3.10102	1.66277	NA	1.19278	1.71895	3.35005	NA	2.77188	3.42628	541848	NA	542184	541460	542514	NA	542460	542285
IV	543661	543872	Interval_240	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.33278	NA	NA	NA	2.15071	NA	NA	NA	3.89427	NA	NA	NA	543661	NA	NA	NA	543872	NA
IV	545986	546367	Interval_241	2	2	TRUE	FALSE	FALSE	TRUE	3.0724	NA	NA	3.39365	1.68923	NA	NA	2.32009	3.39229	NA	NA	4.15458	545986	NA	NA	546070	546312	NA	NA	546367
