PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_354	VII	371029	371720	+	20	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	-12	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
SPT5_T0_R1_peak_819	XV	825340	826416	+	20	NA	promoter-TSS (YOR268C)	protein_coding-promoter-TSS (YOR268C)	54	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
SPT5_T0_R1_peak_693	XIII	807957	809031	+	20	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	-177	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
SPT5_T0_R1_peak_649	XIII	145798	146348	+	20	NA	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-197	YML064C	YML064C	YML064C			TEM1			protein_coding
SPT5_T0_R1_peak_54	II	454228	454928	+	20	NA	promoter-TSS (YBR107C)	protein_coding-promoter-TSS (YBR107C)	-48	YBR107C	YBR107C	YBR107C			IML3			protein_coding
SPT5_T0_R1_peak_119	IV	386221	387079	+	19	NA	TTS (YDL036C)	protein_coding-TTS (YDL036C)	-1063	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
SPT5_T0_R1_peak_812	XV	689459	689696	+	19	NA	promoter-TSS (YOR189W)	protein_coding-promoter-TSS (YOR189W)	-47	YOR189W	YOR189W	YOR189W			IES4			protein_coding
SPT5_T0_R1_peak_375	VII	576577	577004	+	19	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-697	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
SPT5_T0_R1_peak_716	XIV	107244	107533	+	19	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-299	YNL282W	YNL282W	YNL282W			POP3			protein_coding
SPT5_T0_R1_peak_735	XIV	373795	374036	+	19	NA	promoter-TSS (YNL134C)	protein_coding-promoter-TSS (YNL134C)	-334	YNL134C	YNL134C	YNL134C			YNL134C			protein_coding
SPT5_T0_R1_peak_499	X	628803	629064	+	19	NA	TTS (YJR107W)	protein_coding-TTS (YJR107W)	221	YJR108W	YJR108W	YJR108W			ABM1			protein_coding
SPT5_T0_R1_peak_856	XVI	110992	111272	+	19	NA	exon (YPL231W, exon 1 of 1)	protein_coding-exon (YPL231W, exon 1 of 1)	2480	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
SPT5_T0_R1_peak_277	V	242120	242565	+	19	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-838	YER046W	YER046W	YER046W			SPO73			protein_coding
SPT5_T0_R1_peak_622	XII	853307	853675	+	19	NA	promoter-TSS (YLR363C)	protein_coding-promoter-TSS (YLR363C)	30	YLR363W-A	YLR363W-A	YLR363W-A			YLR363W-A			protein_coding
SPT5_T0_R1_peak_753	XIV	586444	587516	+	19	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-160	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
SPT5_T0_R1_peak_489	X	525569	526027	+	19	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-417	YJR047C	YJR047C	YJR047C			ANB1			protein_coding
SPT5_T0_R1_peak_343	VII	165225	166722	+	19	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-882	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T0_R1_peak_884	XVI	627168	627609	+	19	NA	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-421	YPR029C	YPR029C	YPR029C			APL4			protein_coding
SPT5_T0_R1_peak_761	XIV	739174	739542	+	19	NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-593	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
SPT5_T0_R1_peak_774	XV	92991	93582	+	19	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-436	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
SPT5_T0_R1_peak_26	II	107530	107778	+	19	NA	promoter-TSS (YBL060W)	protein_coding-promoter-TSS (YBL060W)	-248	YBL061C	YBL061C	YBL061C			SKT5			protein_coding
SPT5_T0_R1_peak_182	IV	1345383	1345597	+	19	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-157	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
SPT5_T0_R1_peak_857	XVI	114217	114974	+	19	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-717	YPL230W	YPL230W	YPL230W			USV1			protein_coding
SPT5_T0_R1_peak_102	IV	49416	49728	+	19	NA	Intergenic	Intergenic	-1541	YDL227C	YDL227C	YDL227C			HO			protein_coding
SPT5_T0_R1_peak_786	XV	273808	274893	+	19	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	3	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
SPT5_T0_R1_peak_289	V	342492	343461	+	19	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	121	YER092W	YER092W	YER092W			IES5			protein_coding
SPT5_T0_R1_peak_836	XV	980729	980944	+	19	NA	promoter-TSS (YOR346W)	protein_coding-promoter-TSS (YOR346W)	153	tP(UGG)O3	tP(UGG)O3	tP(UGG)O3			tP(UGG)O3			tRNA
SPT5_T0_R1_peak_116	IV	357080	357565	+	19	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-563	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
SPT5_T0_R1_peak_790	XV	315948	316611	+	19	NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-104	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
SPT5_T0_R1_peak_400	VII	894184	894484	+	19	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-194	YGR197C	YGR197C	YGR197C			SNG1			protein_coding
SPT5_T0_R1_peak_420	VIII	54465	56180	+	19	NA	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	471	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
SPT5_T0_R1_peak_527	XI	219820	220194	+	19	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	112	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
SPT5_T0_R1_peak_648	XIII	131662	131837	+	19	NA	promoter-TSS (YML071C)	protein_coding-promoter-TSS (YML071C)	147	tR(UCU)M2	tR(UCU)M2	tR(UCU)M2			tR(UCU)M2			tRNA
SPT5_T0_R1_peak_14	I	166199	166459	+	18	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	62	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
SPT5_T0_R1_peak_882	XVI	586025	587485	+	18	NA	TTS (YPR014C)	protein_coding-TTS (YPR014C)	763	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
SPT5_T0_R1_peak_670	XIII	361674	363010	+	18	NA	promoter-TSS (YMR046W-A)	protein_coding-promoter-TSS (YMR046W-A)	285	YMR046C	YMR046C	YMR046C			YMR046C			protein_coding
SPT5_T0_R1_peak_80	III	30523	31358	+	18	NA	promoter-TSS (YCL054W)	protein_coding-promoter-TSS (YCL054W)	-509	YCL054W	YCL054W	YCL054W			SPB1			protein_coding
SPT5_T0_R1_peak_353	VII	368303	368654	+	18	NA	promoter-TSS (YGL073W)	protein_coding-promoter-TSS (YGL073W)	-275	YGL073W	YGL073W	YGL073W			HSF1			protein_coding
SPT5_T0_R1_peak_230	IX	338745	339194	+	18	NA	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-375	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
SPT5_T0_R1_peak_463	X	122791	123669	+	18	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-282	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T0_R1_peak_124	IV	437737	438127	+	18	NA	promoter-TSS (YDL007W)	protein_coding-promoter-TSS (YDL007W)	-115	YDL007W	YDL007W	YDL007W			RPT2			protein_coding
SPT5_T0_R1_peak_446	VIII	453010	453412	+	18	NA	promoter-TSS (YHR175W-A)	protein_coding-promoter-TSS (YHR175W-A)	339	YHR175W	YHR175W	YHR175W			CTR2			protein_coding
SPT5_T0_R1_peak_614	XII	805172	805564	+	18	NA	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-262	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
SPT5_T0_R1_peak_57	II	490609	491073	+	18	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-9	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
SPT5_T0_R1_peak_376	VII	591649	593062	+	18	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	87	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
SPT5_T0_R1_peak_148	IV	884438	884658	+	18	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	-179	YDR211W	YDR211W	YDR211W			GCD6			protein_coding
SPT5_T0_R1_peak_222	IX	267801	268893	+	18	NA	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	38	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
SPT5_T0_R1_peak_750	XIV	568018	568290	+	18	NA	promoter-TSS (tP(UGG)N2)	tRNA-promoter-TSS (tP(UGG)N2)	39	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
SPT5_T0_R1_peak_428	VIII	143714	144091	+	18	NA	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-94	YHR020W	YHR020W	YHR020W			YHR020W			protein_coding
SPT5_T0_R1_peak_539	XI	382081	383555	+	18	NA	promoter-TSS (YKL032C)	protein_coding-promoter-TSS (YKL032C)	320	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
SPT5_T0_R1_peak_136	IV	556686	556863	+	18	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-302	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T0_R1_peak_590	XII	553933	554295	+	18	NA	promoter-TSS (YLR205C)	protein_coding-promoter-TSS (YLR205C)	-437	YLR205C	YLR205C	YLR205C			HMX1			protein_coding
SPT5_T0_R1_peak_666	XIII	334945	335159	+	18	NA	promoter-TSS (YMR031C)	protein_coding-promoter-TSS (YMR031C)	-246	YMR032W	YMR032W	YMR032W			HOF1			protein_coding
SPT5_T0_R1_peak_572	XII	232298	234839	+	18	NA	exon (YLR044C, exon 1 of 1)	protein_coding-exon (YLR044C, exon 1 of 1)	513	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T0_R1_peak_237	IX	388667	388951	+	18	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3108	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R1_peak_680	XIII	510280	511954	+	18	NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	-42	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
SPT5_T0_R1_peak_95	III	223323	223812	+	18	NA	promoter-TSS (YCR057C)	protein_coding-promoter-TSS (YCR057C)	-339	YCR057C	YCR057C	YCR057C			PWP2			protein_coding
SPT5_T0_R1_peak_278	V	259956	260269	+	18	NA	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-473	YER053C	YER053C	YER053C			PIC2			protein_coding
SPT5_T0_R1_peak_547	XI	533723	533949	+	18	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-372	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
SPT5_T0_R1_peak_243	MT	18100	20959	+	18	NA	TTS (Q0055)	protein_coding-TTS (Q0055)	-4627	Q0075	Q0075	Q0075			AI5_BETA			protein_coding
SPT5_T0_R1_peak_892	XVI	701301	701469	+	18	NA	TTS (YPR081C)	protein_coding-TTS (YPR081C)	791	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
SPT5_T0_R1_peak_402	VII	913185	913407	+	18	NA	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-69	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
SPT5_T0_R1_peak_893	XVI	744240	744502	+	18	NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	87	tT(UGU)P	tT(UGU)P	tT(UGU)P			tT(UGU)P			tRNA
SPT5_T0_R1_peak_340	VII	121883	122435	+	18	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	-110	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
SPT5_T0_R1_peak_725	XIV	301190	302567	+	18	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-775	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
SPT5_T0_R1_peak_405	VII	939176	939849	+	18	NA	promoter-TSS (YGR221C)	protein_coding-promoter-TSS (YGR221C)	160	snR7-S	snR7-S	snR7-S			snR7-S			snRNA
SPT5_T0_R1_peak_479	X	354171	354433	+	18	NA	promoter-TSS (tY(GUA)J1)	tRNA-promoter-TSS (tY(GUA)J1)	58	tY(GUA)J1	tY(GUA)J1	tY(GUA)J1			SUP7			tRNA
SPT5_T0_R1_peak_730	XIV	340169	340432	+	18	NA	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	-52	YNL157W	YNL157W	YNL157W			IGO1			protein_coding
SPT5_T0_R1_peak_612	XII	795211	795377	+	18	NA	promoter-TSS (snR55)	snoRNA-promoter-TSS (snR55)	-270	snR57	snR57	snR57			snR57			snoRNA
SPT5_T0_R1_peak_582	XII	444954	445192	+	17	NA	promoter-TSS (YLR152C)	protein_coding-promoter-TSS (YLR152C)	-385	YLR152C	YLR152C	YLR152C			YLR152C			protein_coding
SPT5_T0_R1_peak_855	XVI	108371	108627	+	17	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-153	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
SPT5_T0_R1_peak_577	XII	368382	369067	+	17	NA	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	-57	YLR109W	YLR109W	YLR109W			AHP1			protein_coding
SPT5_T0_R1_peak_694	XIII	851764	852281	+	17	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-431	YMR290C	YMR290C	YMR290C			HAS1			protein_coding
SPT5_T0_R1_peak_244	MT	25956	26695	+	17	NA	exon (Q0045, exon 8 of 8)	protein_coding-exon (Q0045, exon 8 of 8)	-1341	Q0080	Q0080	Q0080			ATP8			protein_coding
SPT5_T0_R1_peak_67	II	642726	642995	+	17	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	218	tC(GCA)B	tC(GCA)B	tC(GCA)B			tC(GCA)B			tRNA
SPT5_T0_R1_peak_610	XII	787469	787758	+	17	NA	promoter-TSS (YLR330W)	protein_coding-promoter-TSS (YLR330W)	-51	YLR330W	YLR330W	YLR330W			CHS5			protein_coding
SPT5_T0_R1_peak_447	VIII	455594	455931	+	17	NA	promoter-TSS (YHR177W)	protein_coding-promoter-TSS (YHR177W)	-829	YHR177W	YHR177W	YHR177W			YHR177W			protein_coding
SPT5_T0_R1_peak_550	XI	567280	567643	+	17	NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-263	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
SPT5_T0_R1_peak_543	XI	439401	439894	+	17	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-262	YKL001C	YKL001C	YKL001C			MET14			protein_coding
SPT5_T0_R1_peak_701	XIII	901379	901643	+	17	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-198	YMR314W	YMR314W	YMR314W			PRE5			protein_coding
SPT5_T0_R1_peak_167	IV	1172149	1172496	+	17	NA	promoter-TSS (YDR348C)	protein_coding-promoter-TSS (YDR348C)	-497	YDR348C	YDR348C	YDR348C			PAL1			protein_coding
SPT5_T0_R1_peak_635	XII	1018996	1019229	+	17	NA	promoter-TSS (YLR441C)	protein_coding-promoter-TSS (YLR441C)	-204	YLR441C	YLR441C	YLR441C			RPS1A			protein_coding
SPT5_T0_R1_peak_449	VIII	498514	498780	+	17	NA	promoter-TSS (YHR199C)	protein_coding-promoter-TSS (YHR199C)	212	YHR199C-A	YHR199C-A	YHR199C-A			NBL1			protein_coding
SPT5_T0_R1_peak_210	IX	142583	142755	+	17	NA	promoter-TSS (YIL116W)	protein_coding-promoter-TSS (YIL116W)	-259	YIL116W	YIL116W	YIL116W			HIS5			protein_coding
SPT5_T0_R1_peak_795	XV	431785	432055	+	17	NA	promoter-TSS (YOR056C)	protein_coding-promoter-TSS (YOR056C)	-266	YOR057W	YOR057W	YOR057W			SGT1			protein_coding
SPT5_T0_R1_peak_618	XII	830515	830863	+	17	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-325	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
SPT5_T0_R1_peak_231	IX	360384	360615	+	17	NA	promoter-TSS (YIR002C)	protein_coding-promoter-TSS (YIR002C)	-103	YIR002C	YIR002C	YIR002C			MPH1			protein_coding
SPT5_T0_R1_peak_4	I	32936	33285	+	17	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-338	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
SPT5_T0_R1_peak_707	XIV	23450	23815	+	17	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-358	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
SPT5_T0_R1_peak_132	IV	538936	539607	+	17	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-532	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
SPT5_T0_R1_peak_662	XIII	290905	291096	+	17	NA	promoter-TSS (YMR012W)	protein_coding-promoter-TSS (YMR012W)	-134	YMR012W	YMR012W	YMR012W			CLU1			protein_coding
SPT5_T0_R1_peak_907	XVI	900076	900493	+	17	NA	promoter-TSS (YPR181C)	protein_coding-promoter-TSS (YPR181C)	90	YPR182W	YPR182W	YPR182W			SMX3			protein_coding
SPT5_T0_R1_peak_363	VII	438241	438878	+	17	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-532	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
SPT5_T0_R1_peak_256	V	13220	13448	+	17	NA	promoter-TSS (YEL072W)	protein_coding-promoter-TSS (YEL072W)	-386	YEL072W	YEL072W	YEL072W			RMD6			protein_coding
SPT5_T0_R1_peak_603	XII	721517	721680	+	17	NA	promoter-TSS (YLR293C)	protein_coding-promoter-TSS (YLR293C)	-168	YLR293C	YLR293C	YLR293C			GSP1			protein_coding
SPT5_T0_R1_peak_822	XV	841704	842592	+	17	NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	34	snR31	snR31	snR31			snR31			snoRNA
SPT5_T0_R1_peak_149	IV	909267	909683	+	17	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-579	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
SPT5_T0_R1_peak_515	XI	70633	71247	+	17	NA	promoter-TSS (YKL198C)	protein_coding-promoter-TSS (YKL198C)	-720	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
SPT5_T0_R1_peak_664	XIII	302925	303103	+	17	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-529	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
SPT5_T0_R1_peak_186	IV	1384786	1385966	+	17	NA	promoter-TSS (YDR462W)	protein_coding-promoter-TSS (YDR462W)	200	YDR461W	YDR461W	YDR461W			MFA1			protein_coding
SPT5_T0_R1_peak_611	XII	793695	794181	+	17	NA	promoter-TSS (tD(GUC)L2)	tRNA-promoter-TSS (tD(GUC)L2)	20	tD(GUC)L2	tD(GUC)L2	tD(GUC)L2			tD(GUC)L2			tRNA
SPT5_T0_R1_peak_66	II	628600	628765	+	17	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-486	YBR203W	YBR203W	YBR203W			COS111			protein_coding
SPT5_T0_R1_peak_667	XIII	340969	341190	+	17	NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	-63	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
SPT5_T0_R1_peak_742	XIV	456032	456293	+	17	NA	promoter-TSS (YNL090W)	protein_coding-promoter-TSS (YNL090W)	-403	YNL090W	YNL090W	YNL090W			RHO2			protein_coding
SPT5_T0_R1_peak_41	II	292034	292350	+	17	NA	promoter-TSS (YBR025C)	protein_coding-promoter-TSS (YBR025C)	-327	YBR025C	YBR025C	YBR025C			OLA1			protein_coding
SPT5_T0_R1_peak_525	XI	203015	203347	+	17	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	182	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T0_R1_peak_213	IX	177548	178138	+	17	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-161	YIL099W	YIL099W	YIL099W			SGA1			protein_coding
SPT5_T0_R1_peak_358	VII	405460	405687	+	17	NA	promoter-TSS (YGL050W)	protein_coding-promoter-TSS (YGL050W)	103	tR(UCU)G1	tR(UCU)G1	tR(UCU)G1			tR(UCU)G1			tRNA
SPT5_T0_R1_peak_173	IV	1251741	1251924	+	17	NA	promoter-TSS (YDR389W)	protein_coding-promoter-TSS (YDR389W)	-705	YDR389W	YDR389W	YDR389W			SAC7			protein_coding
SPT5_T0_R1_peak_27	II	116597	117360	+	17	NA	promoter-TSS (YBL054W)	protein_coding-promoter-TSS (YBL054W)	-149	YBL055C	YBL055C	YBL055C			YBL055C			protein_coding
SPT5_T0_R1_peak_422	VIII	103813	104181	+	17	NA	promoter-TSS (YHL001W)	protein_coding-promoter-TSS (YHL001W)	-280	YHL001W	YHL001W	YHL001W			RPL14B			protein_coding
SPT5_T0_R1_peak_549	XI	550972	551712	+	17	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-315	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
SPT5_T0_R1_peak_120	IV	392677	392847	+	17	NA	promoter-TSS (YDL032W)	protein_coding-promoter-TSS (YDL032W)	-705	YDL035C	YDL035C	YDL035C			GPR1			protein_coding
SPT5_T0_R1_peak_853	XVI	105541	106155	+	17	NA	promoter-TSS (YPL233W)	protein_coding-promoter-TSS (YPL233W)	-324	YPL233W	YPL233W	YPL233W			NSL1			protein_coding
SPT5_T0_R1_peak_845	XVI	29934	30379	+	17	NA	promoter-TSS (YPL270W)	protein_coding-promoter-TSS (YPL270W)	77	YPL271W	YPL271W	YPL271W			ATP15			protein_coding
SPT5_T0_R1_peak_296	V	430871	431420	+	16	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	75	snR52	snR52	snR52			snR52			snoRNA
SPT5_T0_R1_peak_134	IV	545987	546312	+	16	NA	promoter-TSS (YDR044W)	protein_coding-promoter-TSS (YDR044W)	-493	YDR044W	YDR044W	YDR044W			HEM13			protein_coding
SPT5_T0_R1_peak_481	X	360660	360992	+	16	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-423	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T0_R1_peak_352	VII	345807	345976	+	16	NA	promoter-TSS (YGL088W)	protein_coding-promoter-TSS (YGL088W)	55	YGL088W	YGL088W	YGL088W			YGL088W			protein_coding
SPT5_T0_R1_peak_98	III	236490	236962	+	16	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-404	YCR067C	YCR067C	YCR067C			SED4			protein_coding
SPT5_T0_R1_peak_792	XV	391608	391801	+	16	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-472	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
SPT5_T0_R1_peak_123	IV	417115	417355	+	16	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-527	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
SPT5_T0_R1_peak_69	II	662077	662742	+	16	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-160	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
SPT5_T0_R1_peak_619	XII	837574	838680	+	16	NA	promoter-TSS (YLR354C)	protein_coding-promoter-TSS (YLR354C)	-770	YLR354C	YLR354C	YLR354C			TAL1			protein_coding
SPT5_T0_R1_peak_741	XIV	442772	442967	+	16	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-137	tL(CAA)N	tL(CAA)N	tL(CAA)N			tL(CAA)N			tRNA
SPT5_T0_R1_peak_535	XI	338981	340991	+	16	NA	promoter-TSS (YKL053C-A)	protein_coding-promoter-TSS (YKL053C-A)	414	YKL053W	YKL053W	YKL053W			YKL053W			protein_coding
SPT5_T0_R1_peak_729	XIV	337903	338412	+	16	NA	TTS (YNL159C)	protein_coding-TTS (YNL159C)	1190	YNL159C	YNL159C	YNL159C			ASI2			protein_coding
SPT5_T0_R1_peak_586	XII	499853	501275	+	16	NA	promoter-TSS (YLR168C)	protein_coding-promoter-TSS (YLR168C)	-169	YLR171W	YLR171W	YLR171W			YLR171W			protein_coding
SPT5_T0_R1_peak_706	XIV	19203	19441	+	16	NA	promoter-TSS (YNL330C)	protein_coding-promoter-TSS (YNL330C)	-20	YNL330C	YNL330C	YNL330C			RPD3			protein_coding
SPT5_T0_R1_peak_746	XIV	498625	500120	+	16	NA	promoter-TSS (YNL067W)	protein_coding-promoter-TSS (YNL067W)	-45	YNL067W-B	YNL067W-B	YNL067W-B			YNL067W-B			protein_coding
SPT5_T0_R1_peak_723	XIV	239935	240313	+	16	NA	promoter-TSS (YNL217W)	protein_coding-promoter-TSS (YNL217W)	-207	YNL217W	YNL217W	YNL217W			YNL217W			protein_coding
SPT5_T0_R1_peak_75	II	718217	718847	+	16	NA	promoter-TSS (YBR249C)	protein_coding-promoter-TSS (YBR249C)	-501	YBR250W	YBR250W	YBR250W			SPO23			protein_coding
SPT5_T0_R1_peak_74	II	706920	707298	+	16	NA	promoter-TSS (YBR243C)	protein_coding-promoter-TSS (YBR243C)	-316	YBR243C	YBR243C	YBR243C			ALG7			protein_coding
SPT5_T0_R1_peak_37	II	201909	203582	+	16	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	689	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
SPT5_T0_R1_peak_397	VII	850719	851168	+	16	NA	promoter-TSS (YGR177C)	protein_coding-promoter-TSS (YGR177C)	-507	YGR177C	YGR177C	YGR177C			ATF2			protein_coding
SPT5_T0_R1_peak_133	IV	541849	542514	+	16	NA	promoter-TSS (YDR042C)	protein_coding-promoter-TSS (YDR042C)	-481	snR47	snR47	snR47			snR47			snoRNA
