Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NA	promoter-TSS (YJL148W)	protein_coding-promoter-TSS (YJL148W)	17	snR190	snR190	snR190			snR190			snoRNA
NA	promoter-TSS (YJL145W)	protein_coding-promoter-TSS (YJL145W)	13	YJL145W	YJL145W	YJL145W			SFH5			protein_coding
NA	promoter-TSS (YJL143W)	protein_coding-promoter-TSS (YJL143W)	118	YJL144W	YJL144W	YJL144W			YJL144W			protein_coding
NA	TTS (YJL141C)	protein_coding-TTS (YJL141C)	218	YJL143W	YJL143W	YJL143W			TIM17			protein_coding
NA	promoter-TSS (YJL140W)	protein_coding-promoter-TSS (YJL140W)	-271	YJL140W	YJL140W	YJL140W			RPB4			protein_coding
NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-191	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-213	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
NA	TTS (YJL129C)	protein_coding-TTS (YJL129C)	-1025	YJL130C	YJL130C	YJL130C			URA2			protein_coding
NA	TTS (YJL127C)	protein_coding-TTS (YJL127C)	109	YJL127C-B	YJL127C-B	YJL127C-B			YJL127C-B			protein_coding
NA	promoter-TSS (YJL126W)	protein_coding-promoter-TSS (YJL126W)	-8	YJL127C	YJL127C	YJL127C			SPT10			protein_coding
NA	promoter-TSS (YJL117W)	protein_coding-promoter-TSS (YJL117W)	114	YJL119C	YJL119C	YJL119C			YJL119C			protein_coding
NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-683	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
NA	promoter-TSS (YJL112W)	protein_coding-promoter-TSS (YJL112W)	248	tD(GUC)J1	tD(GUC)J1	tD(GUC)J1			tD(GUC)J1			tRNA
NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-526	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-956	YJL105W	YJL105W	YJL105W			SET4			protein_coding
NA	TTS (YJL103C)	protein_coding-TTS (YJL103C)	245	snR37	snR37	snR37			snR37			snoRNA
NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-427	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-215	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
NA	promoter-TSS (YJL091C)	protein_coding-promoter-TSS (YJL091C)	-213	YJL091C	YJL091C	YJL091C			GWT1			protein_coding
NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-198	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
NA	promoter-TSS (YJL083W)	protein_coding-promoter-TSS (YJL083W)	-221	YJL083W	YJL083W	YJL083W			TAX4			protein_coding
NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-548	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-49	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
NA	promoter-TSS (YJL064W)	protein_coding-promoter-TSS (YJL064W)	355	YJL067W	YJL067W	YJL067W			YJL067W			protein_coding
NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	303	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
NA	promoter-TSS (YJL048C)	protein_coding-promoter-TSS (YJL048C)	245	YJL047C-A	YJL047C-A	YJL047C-A			YJL047C-A			protein_coding
NA	promoter-TSS (tY(GUA)J1)	tRNA-promoter-TSS (tY(GUA)J1)	52	tY(GUA)J1	tY(GUA)J1	tY(GUA)J1			SUP7			tRNA
NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	153	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-464	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
NA	promoter-TSS (YJL039C)	protein_coding-promoter-TSS (YJL039C)	216	tD(GUC)J3	tD(GUC)J3	tD(GUC)J3			tD(GUC)J3			tRNA
NA	promoter-TSS (YJL036W)	protein_coding-promoter-TSS (YJL036W)	186	tV(AAC)J	tV(AAC)J	tV(AAC)J			tV(AAC)J			tRNA
NA	promoter-TSS (YJL034W)	protein_coding-promoter-TSS (YJL034W)	125	YJL035C	YJL035C	YJL035C			TAD2			protein_coding
NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	280	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
NA	promoter-TSS (YJL024C)	protein_coding-promoter-TSS (YJL024C)	-122	tG(GCC)J1	tG(GCC)J1	tG(GCC)J1			tG(GCC)J1			tRNA
NA	TTS (YJL020C)	protein_coding-TTS (YJL020C)	138	YJL022W	YJL022W	YJL022W			YJL022W			protein_coding
NA	promoter-TSS (YJL016W)	protein_coding-promoter-TSS (YJL016W)	-646	YJL016W	YJL016W	YJL016W			YJL016W			protein_coding
NA	promoter-TSS (YJL011C)	protein_coding-promoter-TSS (YJL011C)	113	tK(CUU)J	tK(CUU)J	tK(CUU)J			tK(CUU)J			tRNA
NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	53	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	-93	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
NA	promoter-TSS (YJR001W)	protein_coding-promoter-TSS (YJR001W)	-675	YJR001W	YJR001W	YJR001W			AVT1			protein_coding
NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-127	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
NA	promoter-TSS (YJR015W)	protein_coding-promoter-TSS (YJR015W)	-325	YJR015W	YJR015W	YJR015W			YJR015W			protein_coding
NA	promoter-TSS (YJR018W)	protein_coding-promoter-TSS (YJR018W)	142	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
NA	promoter-TSS (YJR043C)	protein_coding-promoter-TSS (YJR043C)	137	tM(CAU)J3	tM(CAU)J3	tM(CAU)J3			IMT3			tRNA
NA	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-106	YJR045C	YJR045C	YJR045C			SSC1			protein_coding
NA	promoter-TSS (tS(AGA)J)	tRNA-promoter-TSS (tS(AGA)J)	-234	tS(AGA)J	tS(AGA)J	tS(AGA)J			tS(AGA)J			tRNA
NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-324	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
NA	promoter-TSS (YJR052W)	protein_coding-promoter-TSS (YJR052W)	-125	tG(GCC)J2	tG(GCC)J2	tG(GCC)J2			SUF23			tRNA
NA	promoter-TSS (YJR054W)	protein_coding-promoter-TSS (YJR054W)	-330	YJR054W	YJR054W	YJR054W			KCH1			protein_coding
NA	promoter-TSS (YJR057W)	protein_coding-promoter-TSS (YJR057W)	18	YJR057W	YJR057W	YJR057W			CDC8			protein_coding
NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-205	YJR058C	YJR058C	YJR058C			APS2			protein_coding
NA	promoter-TSS (YJR067C)	protein_coding-promoter-TSS (YJR067C)	5	YJR067C	YJR067C	YJR067C			YAE1			protein_coding
NA	promoter-TSS (YJR070C)	protein_coding-promoter-TSS (YJR070C)	-360	YJR070C	YJR070C	YJR070C			LIA1			protein_coding
NA	promoter-TSS (YJR073C)	protein_coding-promoter-TSS (YJR073C)	88	YJR074W	YJR074W	YJR074W			MOG1			protein_coding
NA	promoter-TSS (YJR077C)	protein_coding-promoter-TSS (YJR077C)	-312	YJR078W	YJR078W	YJR078W			BNA2			protein_coding
NA	promoter-TSS (YJR085C)	protein_coding-promoter-TSS (YJR085C)	-66	YJR085C	YJR085C	YJR085C			YJR085C			protein_coding
NA	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-90	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
NA	promoter-TSS (YJR093C)	protein_coding-promoter-TSS (YJR093C)	57	YJR093C	YJR093C	YJR093C			FIP1			protein_coding
NA	Intergenic	Intergenic	-1173	YJR094C	YJR094C	YJR094C			IME1			protein_coding
NA	promoter-TSS (YJR094W-A)	protein_coding-promoter-TSS (YJR094W-A)	-129	YJR094W-A	YJR094W-A	YJR094W-A			RPL43B			protein_coding
NA	promoter-TSS (YJR095W)	protein_coding-promoter-TSS (YJR095W)	-623	YJR095W	YJR095W	YJR095W			SFC1			protein_coding
NA	promoter-TSS (YJR098C)	protein_coding-promoter-TSS (YJR098C)	-85	YJR099W	YJR099W	YJR099W			YUH1			protein_coding
NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	72	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-238	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
NA	TTS (YJR107W)	protein_coding-TTS (YJR107W)	221	YJR108W	YJR108W	YJR108W			ABM1			protein_coding
NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-334	YJR109C	YJR109C	YJR109C			CPA2			protein_coding
NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-338	YJR115W	YJR115W	YJR115W			YJR115W			protein_coding
NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-148	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
NA	promoter-TSS (YJR122W)	protein_coding-promoter-TSS (YJR122W)	-10	YJR122W	YJR122W	YJR122W			IBA57			protein_coding
NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-454	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
NA	promoter-TSS (YJR127C)	protein_coding-promoter-TSS (YJR127C)	-322	YJR127C	YJR127C	YJR127C			RSF2			protein_coding
NA	promoter-TSS (YJR137C)	protein_coding-promoter-TSS (YJR137C)	-575	YJR138W	YJR138W	YJR138W			IML1			protein_coding
NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-334	YJR145C	YJR145C	YJR145C			RPS4A			protein_coding
NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-362	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
NA	promoter-TSS (YJR151C)	protein_coding-promoter-TSS (YJR151C)	-36	YJR151C	YJR151C	YJR151C			DAN4			protein_coding
NA	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	400	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-71	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-32	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
NA	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-537	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
NA	promoter-TSS (YKL216W)	protein_coding-promoter-TSS (YKL216W)	-179	YKL216W	YKL216W	YKL216W			URA1			protein_coding
NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	883	YKL216W	YKL216W	YKL216W			URA1			protein_coding
NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-43	snR64	snR64	snR64			snR64			snoRNA
NA	promoter-TSS (YKL208W)	protein_coding-promoter-TSS (YKL208W)	233	tT(CGU)K	tT(CGU)K	tT(CGU)K			TRT2			tRNA
NA	exon (YKL201C, exon 1 of 1)	protein_coding-exon (YKL201C, exon 1 of 1)	1022	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	816	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
NA	promoter-TSS (YKL197C)	protein_coding-promoter-TSS (YKL197C)	-262	tN(GUU)K	tN(GUU)K	tN(GUU)K			tN(GUU)K			tRNA
NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-185	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
NA	promoter-TSS (YKL187C)	protein_coding-promoter-TSS (YKL187C)	-157	YKL187C	YKL187C	YKL187C			FAT3			protein_coding
NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-367	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
NA	promoter-TSS (YKL184W)	protein_coding-promoter-TSS (YKL184W)	-389	YKL184W	YKL184W	YKL184W			SPE1			protein_coding
NA	promoter-TSS (YKL182W)	protein_coding-promoter-TSS (YKL182W)	-936	YKL182W	YKL182W	YKL182W			FAS1			protein_coding
NA	promoter-TSS (YKL181W)	protein_coding-promoter-TSS (YKL181W)	-443	YKL181W	YKL181W	YKL181W			PRS1			protein_coding
NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-238	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
NA	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-263	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
NA	promoter-TSS (YKL165C)	protein_coding-promoter-TSS (YKL165C)	-81	tE(UUC)K	tE(UUC)K	tE(UUC)K			tE(UUC)K			tRNA
NA	promoter-TSS (YKL164C)	protein_coding-promoter-TSS (YKL164C)	-432	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
NA	TTS (YKL162C)	protein_coding-TTS (YKL162C)	-1061	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
NA	promoter-TSS (YKL156W)	protein_coding-promoter-TSS (YKL156W)	-173	YKL156W	YKL156W	YKL156W			RPS27A			protein_coding
NA	TTS (YKL151C)	protein_coding-TTS (YKL151C)	347	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
NA	promoter-TSS (YKL150W)	protein_coding-promoter-TSS (YKL150W)	-272	YKL151C	YKL151C	YKL151C			YKL151C			protein_coding
NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	22	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
NA	promoter-TSS (YKL145W)	protein_coding-promoter-TSS (YKL145W)	-252	YKL145W	YKL145W	YKL145W			RPT1			protein_coding
NA	promoter-TSS (YKL141W)	protein_coding-promoter-TSS (YKL141W)	-117	YKL141W	YKL141W	YKL141W			SDH3			protein_coding
NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	243	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-380	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	48	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
NA	promoter-TSS (YKL112W)	protein_coding-promoter-TSS (YKL112W)	-301	YKL113C	YKL113C	YKL113C			RAD27			protein_coding
NA	Intergenic	Intergenic	-1022	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	190	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	127	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-370	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	153	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
NA	TTS (tW(CCA)K)	tRNA-TTS (tW(CCA)K)	178	tW(CCA)K	tW(CCA)K	tW(CCA)K			tW(CCA)K			tRNA
NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-354	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
NA	promoter-TSS (YKL064W)	protein_coding-promoter-TSS (YKL064W)	-242	YKL065C	YKL065C	YKL065C			YET1			protein_coding
NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-855	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
NA	TTS (YKL061W)	protein_coding-TTS (YKL061W)	392	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
NA	promoter-TSS (YKL056C)	protein_coding-promoter-TSS (YKL056C)	-429	YKL056C	YKL056C	YKL056C			TMA19			protein_coding
NA	promoter-TSS (YKL053C-A)	protein_coding-promoter-TSS (YKL053C-A)	418	YKL053W	YKL053W	YKL053W			YKL053W			protein_coding
NA	promoter-TSS (YKL045W)	protein_coding-promoter-TSS (YKL045W)	-334	YKL045W	YKL045W	YKL045W			PRI2			protein_coding
NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-542	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-386	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
NA	promoter-TSS (YKL035W)	protein_coding-promoter-TSS (YKL035W)	-63	YKL037W	YKL037W	YKL037W			AIM26			protein_coding
NA	promoter-TSS (YKL034W)	protein_coding-promoter-TSS (YKL034W)	-244	YKL034W	YKL034W	YKL034W			TUL1			protein_coding
NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-134	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
NA	promoter-TSS (YKL032C)	protein_coding-promoter-TSS (YKL032C)	239	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-354	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
NA	promoter-TSS (YKL025C)	protein_coding-promoter-TSS (YKL025C)	9	YKL025C	YKL025C	YKL025C			PAN3			protein_coding
NA	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-155	YKL023W	YKL023W	YKL023W			YKL023W			protein_coding
NA	promoter-TSS (YKL015W)	protein_coding-promoter-TSS (YKL015W)	-259	YKL015W	YKL015W	YKL015W			PUT3			protein_coding
NA	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-274	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-355	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-331	YKL001C	YKL001C	YKL001C			MET14			protein_coding
NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-609	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-559	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
NA	TTS (tA(AGC)K2)	tRNA-TTS (tA(AGC)K2)	176	YKR041W	YKR041W	YKR041W			YKR041W			protein_coding
NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-323	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-235	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-315	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
NA	TTS (snR42)	snoRNA-TTS (snR42)	842	YKR061W	YKR061W	YKR061W			KTR2			protein_coding
NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	-128	YKR062W	YKR062W	YKR062W			TFA2			protein_coding
NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-317	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-295	YKR068C	YKR068C	YKR068C			BET3			protein_coding
NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-224	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
NA	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-706	YKR076W	YKR076W	YKR076W			ECM4			protein_coding
NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-511	YKR079C	YKR079C	YKR079C			TRZ1			protein_coding
NA	promoter-TSS (YKR089C)	protein_coding-promoter-TSS (YKR089C)	-109	YKR089C	YKR089C	YKR089C			TGL4			protein_coding
NA	promoter-TSS (YKR092C)	protein_coding-promoter-TSS (YKR092C)	-900	YKR092C	YKR092C	YKR092C			SRP40			protein_coding
NA	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-456	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-447	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
NA	Intergenic	Intergenic	4956	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
NA	promoter-TSS (YLL067W-A)	protein_coding-promoter-TSS (YLL067W-A)	-673	YLL067W-A	YLL067W-A	YLL067W-A			YLL067W-A			protein_coding
NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	160	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
NA	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-295	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-123	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-628	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
NA	promoter-TSS (YLL049W)	protein_coding-promoter-TSS (YLL049W)	-34	YLL049W	YLL049W	YLL049W			LDB18			protein_coding
NA	promoter-TSS (YLL043W)	protein_coding-promoter-TSS (YLL043W)	-556	YLL045C	YLL045C	YLL045C			RPL8B			protein_coding
NA	promoter-TSS (YLL041C)	protein_coding-promoter-TSS (YLL041C)	-572	YLL041C	YLL041C	YLL041C			SDH2			protein_coding
NA	promoter-TSS (YLL040C)	protein_coding-promoter-TSS (YLL040C)	-325	YLL040C	YLL040C	YLL040C			VPS13			protein_coding
NA	promoter-TSS (YLL037W)	protein_coding-promoter-TSS (YLL037W)	-405	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-761	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	193	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
NA	promoter-TSS (YLL023C)	protein_coding-promoter-TSS (YLL023C)	-217	YLL023C	YLL023C	YLL023C			POM33			protein_coding
NA	promoter-TSS (YLL021W)	protein_coding-promoter-TSS (YLL021W)	-232	YLL022C	YLL022C	YLL022C			HIF1			protein_coding
NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	288	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
NA	promoter-TSS (YLL012W)	protein_coding-promoter-TSS (YLL012W)	-363	YLL012W	YLL012W	YLL012W			YEH1			protein_coding
NA	promoter-TSS (YLR010C)	protein_coding-promoter-TSS (YLR010C)	-262	tS(AGA)L	tS(AGA)L	tS(AGA)L			tS(AGA)L			tRNA
NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-495	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
NA	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-58	snR30	snR30	snR30			snR30			snoRNA
NA	promoter-TSS (YLR029C)	protein_coding-promoter-TSS (YLR029C)	-210	YLR029C	YLR029C	YLR029C			RPL15A			protein_coding
NA	promoter-TSS (YLR035C)	protein_coding-promoter-TSS (YLR035C)	152	tA(UGC)L	tA(UGC)L	tA(UGC)L			tA(UGC)L			tRNA
NA	exon (YLR044C, exon 1 of 1)	protein_coding-exon (YLR044C, exon 1 of 1)	466	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-292	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-282	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-523	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-384	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
NA	promoter-TSS (YLR089C)	protein_coding-promoter-TSS (YLR089C)	-258	YLR090W	YLR090W	YLR090W			XDJ1			protein_coding
NA	promoter-TSS (YLR092W)	protein_coding-promoter-TSS (YLR092W)	-157	YLR092W	YLR092W	YLR092W			SUL2			protein_coding
NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-129	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
NA	promoter-TSS (YLR099C)	protein_coding-promoter-TSS (YLR099C)	160	YLR099W-A	YLR099W-A	YLR099W-A			MIM2			protein_coding
NA	TTS (YLR108C)	protein_coding-TTS (YLR108C)	158	snR6	snR6	snR6			snR6			snRNA
NA	promoter-TSS (YLR111W)	protein_coding-promoter-TSS (YLR111W)	274	YLR110C	YLR110C	YLR110C			CCW12			protein_coding
NA	promoter-TSS (YLR120C)	protein_coding-promoter-TSS (YLR120C)	167	YLR120W-A	YLR120W-A	YLR120W-A			YLR120W-A			protein_coding
NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-378	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
NA	promoter-TSS (YLR131C)	protein_coding-promoter-TSS (YLR131C)	-252	YLR131C	YLR131C	YLR131C			ACE2			protein_coding
NA	promoter-TSS (YLR136C)	protein_coding-promoter-TSS (YLR136C)	119	YLR137W	YLR137W	YLR137W			RKM5			protein_coding
NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	503	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-92	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
NA	promoter-TSS (YLR152C)	protein_coding-promoter-TSS (YLR152C)	-328	YLR152C	YLR152C	YLR152C			YLR152C			protein_coding
NA	Intergenic	Intergenic	-1056	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
